db00022,nm_007360.4
db00022,nm_003955.4
db00022,nm_001009984.2
db00022,nm_001185059.2
db00022,nm_024514.4
db00022,nm_001078174.1
db00022,nm_001017534.2
db00022,nm_000600.5
db00022,nm_001223.5
db00022,nm_001037631.3
db00022,nm_001270927.2
db00022,nm_001243211.2
db00022,nm_021798.4
db00022,nm_001291695.1
db00022,nm_001289160.1
db00022,nm_001045.6
db00022,nm_001032409.3
db00022,nm_001261825.1
db00022,nm_001242758.1
db00022,nm_005514.8
db00022,nm_001243042.1
db00022,nm_001242524.2
db00022,nm_001565.4
db00022,nm_000376.3
db00022,nm_004212.4
db00022,nm_001346897.2
db01175,nm_001202855.3
db00736,nm_001202855.3
db01072,nm_001202855.3
db00377,nm_001202855.3
db00349,nm_001202855.3
db01098,nm_001202855.3
db00530,nm_001202855.3
db01259,nm_001202855.3
db06209,nm_001202855.3
db04946,nm_001202855.3
db01268,nm_001202855.3
db01254,nm_001202855.3
db01264,nm_001202855.3
db00243,nm_001202855.3
db01036,nm_001202855.3
db00947,nm_001202855.3
db01024,nm_001202855.3
db00185,nm_001202855.3
db04835,nm_001202855.3
db01409,nm_001202855.3
db00496,nm_001202855.3
db01544,nm_001202855.3
db13132,nm_001202855.3
db06697,nm_001202855.3
db06708,nm_001202855.3
db13851,nm_001202855.3
db06589,nm_001202855.3
db08875,nm_001202855.3
db08865,nm_001202855.3
db08881,nm_001202855.3
db08873,nm_001202855.3
db08870,nm_001202855.3
db08820,nm_001202855.3
db04868,nm_001202855.3
db05039,nm_001202855.3
db05521,nm_001202855.3
db06684,nm_001202855.3
db06702,nm_001202855.3
db05773,nm_001202855.3
db05015,nm_001202855.3
db08901,nm_001202855.3
db06210,nm_001202855.3
db05351,nm_001202855.3
db06616,nm_001202855.3
db08912,nm_001202855.3
db08827,nm_001202855.3
db08896,nm_001202855.3
db08911,nm_001202855.3
db06290,nm_001202855.3
db09068,nm_001202855.3
db08877,nm_001202855.3
db08899,nm_001202855.3
db05812,nm_001202855.3
db09039,nm_001202855.3
db09063,nm_001202855.3
db09102,nm_001202855.3
db04908,nm_001202855.3
db11730,nm_001202855.3
db11581,nm_001202855.3
db06218,nm_001202855.3
db11363,nm_001202855.3
db09128,nm_001202855.3
db14185,nm_001202855.3
db12332,nm_001202855.3
db12267,nm_001202855.3
db12161,nm_001202855.3
db06595,nm_001202855.3
db11915,nm_001202855.3
db00404,nm_001202855.3
db01217,nm_001202855.3
db00201,nm_001202855.3
db00482,nm_001202855.3
db01211,nm_001202855.3
db01242,nm_001202855.3
db00363,nm_001202855.3
db00318,nm_001202855.3
db01151,nm_001202855.3
db00829,nm_001202855.3
db01142,nm_001202855.3
db00470,nm_001202855.3
db00199,nm_001202855.3
db00472,nm_001202855.3
db00588,nm_001202855.3
db01095,nm_001202855.3
db00176,nm_001202855.3
db01050,nm_001202855.3
db01181,nm_001202855.3
db00458,nm_001202855.3
db00224,nm_001202855.3
db00555,nm_001202855.3
db01006,nm_001202855.3
db00678,nm_001202855.3
db00227,nm_001202855.3
db00745,nm_001202855.3
db00731,nm_001202855.3
db01149,nm_001202855.3
db00334,nm_001202855.3
db00338,nm_001202855.3
db00904,nm_001202855.3
db00842,nm_001202855.3
db00776,nm_001202855.3
db00715,nm_001202855.3
db00252,nm_001202855.3
db00794,nm_001202855.3
db01182,nm_001202855.3
db00908,nm_001202855.3
db00468,nm_001202855.3
db00912,nm_001202855.3
db01045,nm_001202855.3
db00203,nm_001202855.3
db00708,nm_001202855.3
db00706,nm_001202855.3
db00231,nm_001202855.3
db00277,nm_001202855.3
db00193,nm_001202855.3
db00897,nm_001202855.3
db00313,nm_001202855.3
db00285,nm_001202855.3
db00398,nm_001202855.3
db01590,nm_001243084.1
db06626,nm_001243084.1
db06589,nm_001243084.1
db00398,nm_001243084.1
db12332,nm_001099646.2
db00619,nm_001347827.2
db06589,nm_001347827.2
db06595,nm_001347827.2
db00773,nm_000777.5
db00773,nm_006446.5
db00773,nm_000561.4
db00773,nm_000962.4
db00773,nm_000386.4
db00773,nm_001080463.2
db00773,nm_000963.4
db00773,nm_000903.3
db00773,nm_001004426.2
db00773,nm_001067.4
db00773,nm_001071.4
db00773,nm_003061.3
db00773,nm_001068.3
db00773,nm_001144070.2
db00773,nm_003889.3
db00773,nm_001130145.3
db00331,nm_001040661.2
db00331,nm_000458.4
db00331,nm_000525.3
db00331,nm_021251.3
db00331,nm_033225.6
db00331,nm_001001928.3
db00331,nm_001330615.1
db00331,nm_001144829.2
db00331,nm_000576.3
db00331,nm_001204197.1
db00331,nm_001143805.1
db00331,nm_021977.4
db00331,nm_006252.4
db00331,nm_006253.5
db00331,nm_005399.5
db00331,nm_001206709.2
db00331,nm_001040633.1
db00331,nm_017431.3
db00331,nm_015629.4
db00331,nm_000340.2
db00331,nm_003889.3
db00331,nm_001304803.1
db00331,nm_025243.4
db00331,nm_001127445.1
db00715,nm_000754.3
db00715,nm_000777.5
db00715,nm_005669.5
db00715,nm_001113498.2
db00715,nm_001124.3
db00715,nm_000761.5
db00715,nm_000796.5
db00715,nm_000514.4
db00715,nm_000863.2
db00715,nm_000872.5
db00715,nm_001204193.1
db00559,nm_003889.3
db01043,nm_003889.3
db13179,nm_003889.3
db01098,nm_003889.3
db02587,nm_003889.3
db01268,nm_003889.3
db04930,nm_003889.3
db00417,nm_003889.3
db00618,nm_003889.3
db01127,nm_003889.3
db00263,nm_003889.3
db00833,nm_003889.3
db00485,nm_003889.3
db00307,nm_003889.3
db00239,nm_003889.3
db00294,nm_003889.3
db00301,nm_003889.3
db01201,nm_003889.3
db01323,nm_003889.3
db13132,nm_003889.3
db06589,nm_003889.3
db01060,nm_003889.3
db00415,nm_003889.3
db01076,nm_003889.3
db01222,nm_003889.3
db00958,nm_003889.3
db01140,nm_003889.3
db01112,nm_003889.3
db00567,nm_003889.3
db01333,nm_003889.3
db00477,nm_003889.3
db00515,nm_003889.3
db01190,nm_003889.3
db00257,nm_003889.3
db00091,nm_003889.3
db01234,nm_003889.3
db00255,nm_003889.3
db01248,nm_003889.3
db00997,nm_003889.3
db00254,nm_003889.3
db00199,nm_003889.3
db00499,nm_003889.3
db01095,nm_003889.3
db01016,nm_003889.3
db00400,nm_003889.3
db00741,nm_003889.3
db01181,nm_003889.3
db00951,nm_003889.3
db00270,nm_003889.3
db00448,nm_003889.3
db00227,nm_003889.3
db00333,nm_003889.3
db00563,nm_003889.3
db01011,nm_003889.3
db01110,nm_003889.3
db01017,nm_003889.3
db00745,nm_003889.3
db00607,nm_003889.3
db00622,nm_003889.3
db01115,nm_003889.3
db00338,nm_003889.3
db01229,nm_003889.3
db01174,nm_003889.3
db00812,nm_003889.3
db00252,nm_003889.3
db01132,nm_003889.3
db00396,nm_003889.3
db00912,nm_003889.3
db00206,nm_003889.3
db00615,nm_003889.3
db01045,nm_003889.3
db00412,nm_003889.3
db01232,nm_003889.3
db00641,nm_003889.3
db00877,nm_003889.3
db00421,nm_003889.3
db01582,nm_003889.3
db01138,nm_003889.3
db00675,nm_003889.3
db00857,nm_003889.3
db00759,nm_003889.3
db00273,nm_003889.3
db00197,nm_003889.3
db00313,nm_003889.3
db00570,nm_003889.3
db00541,nm_003889.3
db00968,nm_000754.3
db00376,nm_000754.3
db00494,nm_000754.3
db00245,nm_000754.3
db01156,nm_000754.3
db00176,nm_000754.3
db01914,nm_000754.3
db00502,nm_000754.3
db00745,nm_000754.3
db00184,nm_000754.3
db00368,nm_000754.3
db00334,nm_000754.3
db00497,nm_000754.3
db00571,nm_000754.3
db01224,nm_000754.3
db00899,nm_000754.3
db01104,nm_000754.3
db00708,nm_000754.3
db00669,nm_000754.3
db00323,nm_000754.3
db00313,nm_000754.3
db01452,nm_000754.3
db00201,nm_000762.6
db00201,nm_000770.3
db00201,nm_000771.4
db00201,nm_000795.4
db00201,nm_000069.3
db08816,nm_001082.5
db00945,nm_001082.5
db00898,nm_000673.4
db01236,nm_000773.4
db01236,nm_000069.3
db00471,nm_000698.5
db00744,nm_000698.5
db00184,nm_001282692.1
db00334,nm_001282692.1
db00675,nm_001282692.1
db06210,nm_000769.4
db06210,nm_000770.3
db06210,nm_000771.4
db06210,nm_006446.5
db06210,nm_000130.4
db06210,nm_000761.5
db06210,nm_000488.3
db06210,nm_001074.4
db06210,nm_019093.2
db06210,nm_007120.3
db06210,nm_001072.4
db06210,nm_001076.4
db06210,nm_001257386.2
db06210,nm_021027.3
db06210,nm_000463.2
db01008,nm_001144070.2
db00531,nm_001144070.2
db00987,nm_001144070.2
db00997,nm_001144070.2
db00709,nm_001144070.2
db00295,nm_001144070.2
db00541,nm_001144070.2
db06409,nm_001144070.2
db00586,nm_000392.5
db00586,nm_000771.4
db00586,nm_001311193.2
db00586,nm_000775.4
db00586,nm_001330615.1
db00586,nm_000963.4
db00586,nm_002660.3
db00586,nm_001074.4
db00586,nm_001270949.1
db00993,nm_000561.4
db00290,nm_000561.4
db01008,nm_000561.4
db00363,nm_000561.4
db00531,nm_000561.4
db00987,nm_000561.4
db00851,nm_000561.4
db00997,nm_000561.4
db01229,nm_000561.4
db01015,nm_000561.4
db00440,nm_000561.4
db00570,nm_000561.4
db00530,nm_000777.5
db00530,nm_000927.4
db00530,nm_000761.5
db00530,nm_001005862.2
db00530,nm_001005915.1
db00530,nm_001042599.1
db00530,nm_005921.2
db00530,nm_000245.4
db00530,nm_001257386.2
db00530,nm_000463.2
db00530,nm_001346897.2
db01229,nm_000392.5
db01229,nm_173481.4
db01229,nm_006446.5
db01229,nm_001080448.3
db01229,nm_001304480.1
db01229,nm_001069.3
db01229,nm_001080394.4
db01229,nm_001078174.1
db01229,nm_004996.4
db01229,nm_001076552.2
db01229,nm_001308152.2
db01229,nm_001236.4
db01229,nm_000103.4
db01229,nm_001271534.3
db01229,nm_001276336.1
db01229,nm_001281765.2
db01229,nm_001256295.2
db01229,nm_001136219.2
db01229,nm_002028.4
db01229,nm_017412.4
db01229,nm_005921.2
db01229,nm_001354689.2
db01229,nm_001349920.2
db01229,nm_000636.4
db01229,nm_001013836.2
db01229,nm_033034.3
db01229,nm_001317799.2
db01229,nm_145702.3
db01229,nm_001257386.2
db01229,nm_001346897.2
db01151,nm_000106.6
db01151,nm_000927.4
db01151,nm_000761.5
db01151,nm_002386.3
db01151,nm_001043.3
db01151,nm_001143805.1
db00999,nm_030768.3
db00333,nm_001146312.2
db00333,nm_000176.3
db00333,nm_001080.3
db00333,nm_000909.6
db00333,nm_001308176.2
db00333,nm_001882.4
db00333,nm_004075.5
db00333,nm_002240.5
db00333,nm_001045.6
db00333,nm_001317091.1
db00333,nm_001007097.3
db00333,nm_000941.3
db00333,nm_002986.3
db01373,nm_000540.2
db01373,nm_000376.3
db00150,nm_003058.4
db00642,nm_003878.3
db00422,nm_003878.3
db00790,nm_000789.4
