hsa-mir-302a-3p,9606.ensp00000363314
hsa-mir-181b-5p,9606.ensp00000363314
hsa-mir-301a-5p,9606.ensp00000363314
hsa-mir-1244,9606.ensp00000363314
hsa-mir-367-5p,9606.ensp00000363314
hsa-let-7i-5p,9606.ensp00000363314
hsa-mir-615-5p,9606.ensp00000363314
hsa-mir-548k,9606.ensp00000363314
hsa-mir-125a-3p,9606.ensp00000363314
hsa-let-7f-5p,9606.ensp00000363314
hsa-mir-26a-5p,9606.ensp00000363314
hsa-mir-10a-3p,9606.ensp00000363314
hsa-mir-16-2-3p,9606.ensp00000363314
hsa-mir-19a-3p,9606.ensp00000363314
hsa-mir-25-3p,9606.ensp00000363314
hsa-let-7d-3p,9606.ensp00000363314
hsa-mir-652-5p,9606.ensp00000363314
hsa-mir-302b-3p,9606.ensp00000363314
hsa-mir-25-5p,9606.ensp00000363314
hsa-mir-186-5p,9606.ensp00000363314
hsa-mir-1226-3p,9606.ensp00000363314
hsa-mir-367-3p,9606.ensp00000363314
hsa-mir-652-3p,9606.ensp00000363314
hsa-mir-374a-3p,9606.ensp00000363314
hsa-mir-30e-5p,9606.ensp00000363314
hsa-mir-671-3p,9606.ensp00000363314
hsa-mir-3620,9606.ensp00000363314
hsa-mir-29b-2-5p,9606.ensp00000363314
hsa-mir-93-5p,9606.ensp00000363314
hsa-let-7e-3p,9606.ensp00000363314
hsa-mir-34a-5p,9606.ensp00000363314
hsa-mir-92a-1-5p,9606.ensp00000363314
hsa-mir-20b-5p,9606.ensp00000363314
hsa-mir-1307-3p,9606.ensp00000363314
hsa-mir-1910,9606.ensp00000363314
hsa-mir-1248,9606.ensp00000363314
hsa-mir-324-3p,9606.ensp00000363314
hsa-mir-34c-5p,9606.ensp00000363314
hsa-mir-193b-5p,9606.ensp00000363314
hsa-mir-30a-5p,9606.ensp00000363314
hsa-mir-10a-5p,9606.ensp00000363314
hsa-mir-98,9606.ensp00000363314
hsa-let-7d-5p,9606.ensp00000363314
hsa-mir-598,9606.ensp00000363314
hsa-mir-1247-5p,9606.ensp00000363314
hsa-mir-125a-5p,9606.ensp00000363314
hsa-mir-615-3p,9606.ensp00000363314
hsa-mir-200c-5p,9606.ensp00000363314
hsa-mir-302a-5p,9606.ensp00000363314
hsa-mir-3137,9606.ensp00000363314
hsa-mir-106b-3p,9606.ensp00000363314
hsa-mir-877-5p,9606.ensp00000363314
hsa-mir-20a-3p,9606.ensp00000363314
hsa-let-7b-5p,9606.ensp00000363314
hsa-mir-100-5p,9606.ensp00000363314
hsa-mir-106b-5p,9606.ensp00000363314
hsa-mir-448,9606.ensp00000363314
hsa-let-7a-5p,9606.ensp00000363314
hsa-mir-302b-5p,9606.ensp00000363314
hsa-mir-302d-3p,9606.ensp00000363314
hsa-mir-181b-3p,9606.ensp00000363314
hsa-mir-1307-5p,9606.ensp00000363314
hsa-mir-186-3p,9606.ensp00000363314
hsa-let-7e-5p,9606.ensp00000363314
hsa-let-7g-5p,9606.ensp00000363314
hsa-mir-20b-3p,9606.ensp00000363314
hsa-mir-182-5p,9606.ensp00000363314
hsa-mir-19a-5p,9606.ensp00000363314
hsa-mir-30a-3p,9606.ensp00000363314
hsa-mir-1291,9606.ensp00000363314
hsa-mir-3654,9606.ensp00000363314
hsa-mir-16-5p,9606.ensp00000363314
hsa-mir-103a-2-5p,9606.ensp00000363314
hsa-mir-200c-3p,9606.ensp00000363314
hsa-let-7c,9606.ensp00000363314
hsa-mir-663a,9606.ensp00000363314
hsa-let-7g,9606.ensp00000344401
hsa-mir-34a-3p,9606.ensp00000363314
hsa-mir-30e-3p,9606.ensp00000363314
hsa-mir-20a-5p,9606.ensp00000363314
hsa-mir-301a-3p,9606.ensp00000363314
hsa-mir-101-5p,9606.ensp00000363314
hsa-mir-93-3p,9606.ensp00000363314
hsa-mir-193b-3p,9606.ensp00000363314
hsa-mir-324-5p,9606.ensp00000363314
hsa-mir-1306-5p,9606.ensp00000363314
hsa-mir-19b-1-5p,9606.ensp00000363314
hsa-mir-374a-5p,9606.ensp00000363314
hsa-mir-671-5p,9606.ensp00000363314
hsa-mir-302c-3p,9606.ensp00000363314
hsa-mir-302c-5p,9606.ensp00000363314
hsa-mir-302d-5p,9606.ensp00000363314
hsa-mir-155,9606.ensp00000220592
hsa-mir-106b,9606.ensp00000242057
hsa-mir-132,9606.ensp00000242057
hsa-mir-212,9606.ensp00000242057
hsa-mir-25,9606.ensp00000242057
hsa-mir-93,9606.ensp00000242057
hsa-let-7e,9606.ensp00000451828
hsa-mir-155,9606.ensp00000451828
hsa-mir-181c,9606.ensp00000451828
hsa-mir-22,9606.ensp00000451828
hsa-mir-200a,9606.ensp00000375892
hsa-mir-200b,9606.ensp00000375892
hsa-mir-200c,9606.ensp00000375892
hsa-mir-22,9606.ensp00000375892
hsa-mir-22,9606.ensp00000263826
hsa-mir-223,9606.ensp00000300305
hsa-mir-101-2,9606.ensp00000245919
hsa-mir-155,9606.ensp00000245919
hsa-mir-199a-2,9606.ensp00000245919
hsa-mir-206,9606.ensp00000245919
hsa-mir-21,9606.ensp00000245919
hsa-mir-24-1,9606.ensp00000245919
hsa-mir-27b,9606.ensp00000245919
hsa-mir-29a,9606.ensp00000245919
hsa-mir-29b-1,9606.ensp00000245919
hsa-mir-30a,9606.ensp00000245919
hsa-mir-34c,9606.ensp00000245919
hsa-mir-125b-2,9606.ensp00000216714
hsa-mir-133b,9606.ensp00000216714
hsa-let-7c,9606.ensp00000285930
hsa-mir-1-2,9606.ensp00000285930
hsa-mir-125b-2,9606.ensp00000285930
hsa-mir-133b,9606.ensp00000285930
hsa-mir-145,9606.ensp00000285930
hsa-mir-17,9606.ensp00000285930
hsa-mir-182,9606.ensp00000285930
hsa-mir-18a,9606.ensp00000285930
hsa-mir-190a,9606.ensp00000285930
hsa-mir-19a,9606.ensp00000285930
hsa-mir-19b-1,9606.ensp00000285930
hsa-mir-20a,9606.ensp00000285930
