db00036,-0.007598978,-0.007654518,-0.003702978,-0.007202555,0.0020318523,0.006483213,0.0057789446,-0.00886591,-0.0049597225,0.0057118856,-0.01693079,3.5517383e-05,0.007008691,-0.024636399,0.0039707134,0.0018668782,0.002801165,0.0007594852,0.00068615656,0.028095776,0.002925065,0.009712142,-0.0047528544,0.0060224105,-0.0075208964,-0.010641417,-0.013138622,0.006008411,-0.017365504,-0.013595366,-0.0011427854,0.00083645945,-0.012230857,-0.01503766,-0.0025281277,-0.009587765,0.0012043763,0.005396151,-0.007004438,0.012119798,-0.012042509,0.011384498,-0.005189864,0.014465313,0.01394915,-0.012150942,-0.008518959,-0.00294748,-0.007157541,0.012377945,0.014090931,-0.007457889,-0.004332228,0.0055448636,-0.0056309383,0.0024876106,-0.013617907,-0.0087376125,0.007777106,0.0050950088,0.0037801238,-0.01558433,-0.005585584,0.004156002
db00039,-0.007598978,-0.007654518,-0.003702978,-0.007202555,0.0020318523,0.006483213,0.0057789446,-0.00886591,-0.0049597225,0.0057118856,-0.01693079,3.5517383e-05,0.007008691,-0.024636399,0.0039707134,0.0018668782,0.002801165,0.0007594852,0.00068615656,0.028095776,0.002925065,0.009712142,-0.0047528544,0.0060224105,-0.0075208964,-0.010641417,-0.013138622,0.006008411,-0.017365504,-0.013595366,-0.0011427854,0.00083645945,-0.012230857,-0.01503766,-0.0025281277,-0.009587765,0.0012043763,0.005396151,-0.007004438,0.012119798,-0.012042509,0.011384498,-0.005189864,0.014465313,0.01394915,-0.012150942,-0.008518959,-0.00294748,-0.007157541,0.012377945,0.014090931,-0.007457889,-0.004332228,0.0055448636,-0.0056309383,0.0024876106,-0.013617907,-0.0087376125,0.007777106,0.0050950088,0.0037801238,-0.01558433,-0.005585584,0.004156002
db00056,-0.007598978,-0.007654518,-0.003702978,-0.007202555,0.0020318523,0.006483213,0.0057789446,-0.00886591,-0.0049597225,0.0057118856,-0.01693079,3.5517383e-05,0.007008691,-0.024636399,0.0039707134,0.0018668782,0.002801165,0.0007594852,0.00068615656,0.028095776,0.002925065,0.009712142,-0.0047528544,0.0060224105,-0.0075208964,-0.010641417,-0.013138622,0.006008411,-0.017365504,-0.013595366,-0.0011427854,0.00083645945,-0.012230857,-0.01503766,-0.0025281277,-0.009587765,0.0012043763,0.005396151,-0.007004438,0.012119798,-0.012042509,0.011384498,-0.005189864,0.014465313,0.01394915,-0.012150942,-0.008518959,-0.00294748,-0.007157541,0.012377945,0.014090931,-0.007457889,-0.004332228,0.0055448636,-0.0056309383,0.0024876106,-0.013617907,-0.0087376125,0.007777106,0.0050950088,0.0037801238,-0.01558433,-0.005585584,0.004156002
db00071,-0.007598978,-0.007654518,-0.003702978,-0.007202555,0.0020318523,0.006483213,0.0057789446,-0.00886591,-0.0049597225,0.0057118856,-0.01693079,3.5517383e-05,0.007008691,-0.024636399,0.0039707134,0.0018668782,0.002801165,0.0007594852,0.00068615656,0.028095776,0.002925065,0.009712142,-0.0047528544,0.0060224105,-0.0075208964,-0.010641417,-0.013138622,0.006008411,-0.017365504,-0.013595366,-0.0011427854,0.00083645945,-0.012230857,-0.01503766,-0.0025281277,-0.009587765,0.0012043763,0.005396151,-0.007004438,0.012119798,-0.012042509,0.011384498,-0.005189864,0.014465313,0.01394915,-0.012150942,-0.008518959,-0.00294748,-0.007157541,0.012377945,0.014090931,-0.007457889,-0.004332228,0.0055448636,-0.0056309383,0.0024876106,-0.013617907,-0.0087376125,0.007777106,0.0050950088,0.0037801238,-0.01558433,-0.005585584,0.004156002
db00091,1.180584,0.52651304,0.7931449,-0.24542584,-0.22063436,0.55935746,1.0598977,0.14833114,-0.9817398,-0.789687,0.09851913,0.35601935,-0.16590773,0.9766471,-0.5934543,-0.76436514,-0.4092474,0.22483203,0.07625121,0.3506871,-1.5288384,0.224747,0.29474202,-0.12508924,1.4916877,-0.2846366,-0.2037882,-0.10364147,0.29941714,-0.56944555,0.26287526,-0.25654176,0.7853441,1.6177135,-0.123712376,-0.3930732,-0.09324706,0.779788,-0.25555614,-0.8353988,0.1542724,0.059845738,-0.112087175,-0.034575276,-0.3697531,-0.013292472,0.94044214,0.08131081,-0.04915743,-0.54510933,0.1664256,0.67911017,-0.7785746,-1.5480582,0.0038153431,-0.55331415,0.0033783293,0.3355912,0.14352839,-1.1340554,0.6296104,0.3301911,0.37751892,-0.7987768
db00114,0.2855224,0.18579368,0.38981718,-0.12551938,-0.350327,-0.28976887,0.45628715,-0.23971803,-0.022682901,-0.45868462,0.41866833,-0.20770663,-0.14966527,0.34206244,-0.8325532,-0.35020134,-0.31466547,0.24520257,-0.10225758,0.22357267,-0.39450565,0.305003,0.3171372,-0.20439525,0.6908999,0.22463745,-0.146762,0.0730871,0.05249364,0.654205,0.4633064,-0.1877257,0.6303827,0.37206572,0.3190505,0.031583678,-0.23939027,-0.16608728,0.14272508,-0.41719154,-0.30774948,-0.25580835,0.3089011,0.28032494,-0.3053889,-0.7208095,0.43613112,-0.42809853,-0.16899978,-0.057843547,0.22490215,-0.07773198,-0.2953236,-0.7940672,-0.09692489,-0.061483316,0.37458706,0.37670562,-0.21449961,-0.26353446,0.61320305,-0.0038196603,0.3736768,-0.037286907
db00115,0.39001834,0.8558479,1.3586025,1.1703761,0.75200295,0.6144511,0.5770235,1.1012076,-1.2061841,-0.8148873,0.9489306,-0.79103965,-0.22875957,3.4115562,-1.529041,-2.423163,0.81317014,-0.9075135,-0.36286277,1.3994334,-2.0988822,-0.31794667,1.4520947,-0.70505697,1.9998637,0.6685046,-2.0359383,0.277728,-0.43325448,1.0974702,-0.54727554,-0.98615587,0.1413999,1.1790794,2.4631727,-0.34525368,0.81221217,0.108585216,-0.93560034,-2.7038314,-0.68920124,0.43701297,1.1386094,-0.9537539,-0.9922907,-0.77017957,1.5254657,1.4054781,-1.5923352,-1.7089331,-0.4633414,1.8264384,-1.948893,-3.6288488,1.2448673,0.46701464,1.848854,0.12354777,-2.3315754,-2.2963545,1.4104985,-0.021681473,0.50585026,-0.78160596
db00116,1.1962359,-0.28383178,1.0050849,-0.48096594,-0.6999202,0.18021937,1.3544637,-0.1787499,-0.92439455,-1.2402339,-0.7808222,0.07394168,0.139982,1.2510725,-0.2789833,-0.30959824,-0.89465517,1.110836,0.6094885,0.56814814,-0.69231147,-0.37386486,-0.036225162,0.60690725,1.6513851,-0.5803664,-0.010451475,0.038059097,-0.11271175,-1.0625575,0.20753041,-0.33334294,1.4911982,1.0759195,0.37840143,-0.3676981,-0.69422257,0.82610184,-0.29294503,-0.26393968,-0.23324989,-0.50434124,0.61872864,0.881279,-0.13028099,-1.0245854,1.03303,-0.32056314,-0.94087017,-0.5640837,0.28243175,-0.095200345,-1.178183,-1.7647696,-0.94086653,-0.3280775,0.09031027,-0.39042488,0.5634932,-1.287566,0.37795854,0.10053727,0.25567427,-1.1415868
db00118,-0.6281645,0.6300072,0.48997122,0.22681737,-0.8647711,0.13369991,0.74943036,0.2539574,0.7378176,-1.0820825,-0.21035852,-0.56940734,-0.61780685,1.0890018,-0.8729028,-1.3720769,-1.207798,1.029326,-0.068208724,0.8917114,-1.5999105,0.0983094,0.71249294,-0.44018227,1.1449667,0.515508,-1.0162184,0.9524454,-0.17576699,0.14848584,1.4718255,-0.069309175,0.75322485,0.42618045,0.98344415,-0.22768846,-0.3101241,0.68143225,-0.3037542,-0.73831093,-0.8269785,0.0858962,1.0201799,0.4700532,0.02719944,-0.5474859,1.191485,0.80704445,-1.374473,0.1374504,-0.29740402,-0.18184452,-0.53711873,-0.6774758,0.37351263,-0.1753713,0.03148077,-0.32322726,-0.32779524,-0.6431518,0.7067325,0.036971033,0.79772806,-0.021903396
db00119,0.2302327,0.058960795,0.39607495,-0.06826743,-0.032798603,-0.08390546,0.3502173,-0.061626736,-0.043738823,-0.12347776,0.03852651,0.023664609,0.08715365,0.0072151218,-0.101979166,0.018052656,-0.17668831,0.05093046,0.08731176,0.098261505,-0.18299732,0.03762096,-0.017499842,-0.18370953,0.41001213,0.095827855,-0.24691759,-0.061513845,-0.06456024,-0.10816795,0.208563,-0.1952544,0.059249163,0.1527895,0.28422695,-0.067390494,0.1437914,0.052365545,0.16680557,-0.114650235,0.051069,-0.27742618,0.1286058,0.1286661,-0.03181918,-0.23428835,0.15339659,-0.16591454,0.111829944,0.07774715,0.12986699,-0.014566233,-0.22936636,-0.13856399,-0.097269565,-0.26697448,0.029272804,0.1268101,-0.15106367,-0.30128238,0.24722447,-0.19562317,0.10836432,0.02078344
db00120,0.7204203,0.13741983,0.6525879,-0.18033257,0.046703607,-0.17896375,0.6749579,-0.009892808,-0.36537015,-0.62735057,-0.11106399,0.3923861,0.08485888,0.35991928,-0.1532689,0.10242578,-0.6799931,0.07294656,0.49934655,0.1853627,-0.22113417,-0.31215003,0.4907067,0.19785903,0.93224984,0.2657364,0.05929686,0.36099085,0.055397548,-0.40064457,0.12502648,-0.34635928,0.46793804,0.11018886,0.50313264,-0.08340005,0.22827907,0.19725792,0.405012,-0.3244428,0.11084126,-0.6562429,0.3808577,0.8468783,-0.18545096,-0.6107606,0.853591,-0.67012113,0.09368952,0.13916494,0.19714104,-0.1019472,-0.6004382,-0.26898274,-0.51028794,-0.6825239,0.03190961,0.04856638,0.34442604,-0.7137758,0.80384326,-0.18539673,0.10012395,-0.07380521
db00122,0.1939459,0.05836268,0.23305917,-0.09531114,0.021199627,0.05874654,0.30724606,0.031937137,-0.16130957,-0.12597294,0.0007806771,0.04030598,-0.035236407,0.19184364,-0.16837719,-0.090910874,-0.0052326364,0.090823516,-0.053576954,0.13033228,-0.13285673,-0.017328441,0.12020121,-0.073845506,0.32820076,0.02272357,-0.20534958,-0.03676683,0.049722277,0.06147234,-0.026598291,0.0033495142,0.24268329,0.29166013,0.074158445,0.0031122854,0.053939335,0.028294157,0.03894487,-0.14874367,-0.052468475,-0.04054704,0.022849904,0.12086902,-0.0588262,-0.17734177,0.22949347,-0.123196356,-0.18353595,-0.035022117,0.086568,0.012588842,-0.16737807,-0.22646344,-0.088328294,-0.12375769,0.048172366,0.02578993,-0.11635926,-0.1324888,0.1543726,-0.016948491,0.23163608,-0.19633844
db00125,0.2641155,0.366942,0.71760654,0.056077603,-0.06476494,0.040922746,0.6667075,-0.13956814,-0.09832529,-0.41822702,-0.089446455,0.22625999,0.08158879,0.4426969,-0.38387346,-0.019290885,-0.45129043,0.45107564,0.2022681,0.26930285,-0.38508764,-0.22924066,0.3031963,-0.12135682,0.860225,0.182084,-0.21832019,0.2512299,-0.006686917,-0.2743898,0.2199849,-0.06917671,0.5258341,0.20309189,0.6789109,-0.20362422,0.22033371,0.39505348,0.24563357,-0.2106968,-0.13021031,-0.27443987,0.33776802,0.15419623,0.049679365,-0.2830517,0.5363538,-0.21621625,-0.040735643,-0.015158492,0.22830525,-0.03367655,-0.48096526,-0.3697963,-0.36342916,-0.6352654,0.056071144,-0.1997632,0.11179261,-0.5651187,0.5831711,-0.23036651,0.07166734,0.044831246
db00126,0.37504745,0.08775214,0.38522595,0.02252349,-0.011247357,0.1033609,0.46709132,-0.07641795,-0.37195274,-0.377478,0.037185546,0.1933792,0.114808664,0.17718692,-0.11506269,-0.19665954,-0.48759738,0.31132376,0.042882085,0.63484466,-0.6365906,-0.33678433,-0.15485086,-0.29613367,0.477952,-0.20028093,-0.2839637,-0.009327939,-0.06291265,-0.12262489,0.046585437,-0.22317332,0.3059434,0.7040257,0.060559783,-0.35284117,-0.060873307,0.27411675,0.13237241,-0.085556194,-0.010286542,-0.21579061,0.21566926,0.4821903,-0.2646469,-0.38245624,0.58863467,-0.52529436,-0.110166825,0.10034692,0.19837774,-0.04300254,-0.17132697,-0.38692123,-0.42449936,-0.51641977,-0.02372733,0.3209158,-0.006212729,-0.5264929,0.44295716,-0.014822007,0.19057828,-0.47531915
db00127,0.054243818,0.036233734,0.16657425,-0.07387397,-0.03913793,-0.045042798,0.30324432,0.016202485,-0.09924748,-0.21066624,-0.059703313,0.015837573,-0.032119427,0.13265081,-0.21780926,-0.023572443,-0.1584878,0.20282257,0.10095964,0.0646541,-0.110901885,-0.06077169,0.05151463,0.0074111577,0.2301814,0.09298861,-0.12690069,-0.022702819,0.116165705,0.049118906,-0.089512475,0.060464043,0.34347084,0.046860177,0.07711452,0.016204678,-0.051579814,0.14776544,-0.018973447,-0.06537477,-0.0688391,-0.09705164,0.13262929,0.06921193,-0.045145728,-0.1177114,0.20850396,-0.039767615,-0.16581468,-0.027148044,0.11608149,-0.121343076,-0.22908667,-0.23278043,-0.20772362,-0.07623694,0.033989575,-0.07519596,0.13078663,0.00014649332,0.15038902,0.06634706,0.11966201,-0.050542515
db00128,0.20397866,0.23417655,0.51018983,-0.05329762,-0.08726606,0.13822857,0.59030724,-0.11275465,-0.18254407,-0.25837058,-0.054215584,0.1639472,-0.037571628,0.22265033,-0.27558467,-0.08528178,-0.35744184,0.1732679,0.106432445,0.21683376,-0.24548307,0.048290312,0.27204055,0.09324362,0.6694119,0.10398101,-0.21038742,0.23171496,-0.090858065,-0.29900515,0.3722948,-0.13601938,0.3463013,0.29742226,0.48010883,-0.1503145,0.04398319,0.25854802,0.26360455,-0.3166822,-0.073771164,-0.30575782,0.29710314,0.16061717,0.17890458,-0.3545986,0.4184281,-0.12454096,-0.036254864,0.016472518,0.16945614,-0.13012855,-0.47076836,-0.3579827,-0.37700674,-0.47277415,-0.076482676,-0.112267375,0.11171524,-0.5026105,0.3808386,-0.16497901,0.14699432,0.14658397
db00129,0.31395817,0.3279907,0.54906046,-0.036428254,-0.12924941,0.035332806,0.5993862,-0.0484761,-0.03238752,-0.2106584,-0.061765354,0.15290228,0.0046229777,0.24583702,-0.2858458,-0.071316175,-0.31348488,0.3104862,0.08344292,0.25064516,-0.2707091,-0.10324967,0.23777327,-0.035686903,0.66819996,0.11215422,-0.29305997,0.16998698,-0.00938954,-0.36726832,0.22934,-0.08573256,0.37725246,0.2658587,0.52295536,-0.20745112,0.071060106,0.37870395,0.33914745,-0.15822501,-0.07459856,-0.27890855,0.25648192,0.16205996,0.13624606,-0.28835955,0.47287998,-0.056892082,-0.05783094,-0.029781666,0.119908646,-0.1007093,-0.38907728,-0.23018172,-0.25625047,-0.5124007,-0.10027332,-0.11260423,0.083554715,-0.5098458,0.43812054,-0.2388149,0.13252234,0.08005369
db00130,0.14206553,0.41223598,0.60321224,0.02879441,-0.17281008,0.044512838,0.57429755,-0.096465096,-0.0756745,-0.28757066,-0.10893424,0.17711426,0.072527245,0.310014,-0.2928805,-0.15074614,-0.33654663,0.33063447,0.08926183,0.3090803,-0.34668383,-0.12982886,0.27634373,-0.07593432,0.694374,0.13755508,-0.17805892,0.27869052,-0.05911564,-0.20973627,0.35472482,0.02226066,0.4842948,0.1693628,0.53965086,-0.15163124,0.1766309,0.30501884,0.30481923,-0.21084978,-0.13618225,-0.28196543,0.29460332,0.1315166,0.16370961,-0.19524181,0.43353087,-0.12903927,-0.024210464,-0.093188204,0.12628779,-0.038068414,-0.4827425,-0.24359095,-0.3242468,-0.6086529,0.01434288,-0.21133848,0.09003264,-0.52588993,0.46820194,-0.20281097,0.08310638,0.17348397
db00131,-1.1077745,0.4465789,0.10721885,0.18653087,-1.2150166,-0.12034242,0.62490463,0.09690734,1.0448235,-0.72587013,-0.061247308,-1.1892997,-1.0418642,1.0465082,-1.159803,-1.7582346,-1.0410275,1.4238145,0.042781547,1.013756,-1.7337071,0.277544,0.6916012,-0.39598513,0.90804297,0.2661693,-1.1965318,0.9761687,-0.050480478,0.441841,1.3336009,0.16618255,0.9521725,0.27370703,0.6973513,-0.32218447,-0.801286,0.42758447,-0.46006408,-0.40088645,-0.7921218,0.30817556,1.2547017,0.44387704,0.005640923,-0.40259883,0.8940771,1.0122895,-1.7705476,-0.32103917,-0.35121152,-0.26236725,-0.44953674,-0.56045866,0.27019385,0.32422826,-0.11611487,-0.46286097,-0.22310449,-0.29335645,0.6625658,0.221882,1.2474332,-0.26016316
db00132,0.4039464,0.43969095,0.73929644,-0.0058612055,-0.2923431,-0.041829214,0.84534526,-0.19642018,-0.26591834,0.18025622,0.227127,0.072254375,-0.038050402,0.25221917,-0.2332344,-0.27755347,-0.39377192,0.5661861,-0.22827545,0.029323729,-0.346126,0.06462452,-0.123121046,-0.42276558,0.86326367,-0.21283258,-0.34775752,-0.14113489,0.108762,0.026484966,0.11788968,0.14958912,0.6494916,0.5679814,0.13631402,-0.4204328,0.27896592,0.27065283,0.3924945,-0.08302702,0.27091137,-0.39588448,0.26311883,-0.14778902,0.06524051,-0.2555749,0.23765695,-0.3264011,0.09288163,-0.2914918,0.26569086,0.12348987,-0.6018791,-0.5535996,-0.2395122,-0.45962402,0.15391512,-0.014355456,-0.2220199,-0.60997814,0.44457442,-0.045977026,0.19505656,-0.31238246
