nonhsat112463.2,hsa-mir-873-5p
nonhsat112464.2,hsa-mir-873-5p
nonhsat112475.2,hsa-mir-873-5p
nonhsat112472.2,hsa-mir-873-5p
nonhsat030947.2,hsa-mir-23a-3p
nonhsat030947.2,hsa-mir-182-5p
nonhsat030947.2,hsa-mir-23b-3p
nonhsat030947.2,hsa-mir-23c
nonhsat030944.2,hsa-mir-23a-3p
nonhsat030944.2,hsa-mir-182-5p
nonhsat030944.2,hsa-mir-23b-3p
nonhsat030944.2,hsa-mir-23c
nonhsat167030.1,hsa-mir-186-5p
nonhsat167030.1,hsa-mir-125a-3p
nonhsat167030.1,hsa-mir-421
nonhsat167029.1,hsa-mir-186-5p
nonhsat167029.1,hsa-mir-125a-3p
nonhsat167029.1,hsa-mir-421
nonhsat167026.1,hsa-mir-186-5p
nonhsat167026.1,hsa-mir-125a-3p
nonhsat167026.1,hsa-mir-421
nonhsat034587.2,hsa-mir-186-5p
nonhsat034587.2,hsa-mir-125a-3p
nonhsat034587.2,hsa-mir-421
nonhsat034588.2,hsa-mir-186-5p
nonhsat034588.2,hsa-mir-125a-3p
nonhsat034588.2,hsa-mir-421
nonhsat011260.2,hsa-mir-30e-5p
nonhsat011260.2,hsa-mir-30c-5p
nonhsat011260.2,hsa-mir-205-5p
nonhsat011260.2,hsa-mir-107
nonhsat011260.2,hsa-mir-3167
nonhsat011260.2,hsa-mir-613
nonhsat011260.2,hsa-mir-16-5p
nonhsat011260.2,hsa-mir-15a-5p
nonhsat011260.2,hsa-mir-376c-3p
nonhsat011260.2,hsa-mir-539-5p
nonhsat011260.2,hsa-mir-544a
nonhsat011260.2,hsa-mir-382-5p
nonhsat011260.2,hsa-mir-485-5p
nonhsat011260.2,hsa-mir-195-5p
nonhsat011260.2,hsa-mir-497-5p
nonhsat011260.2,hsa-mir-338-3p
nonhsat011260.2,hsa-mir-103a-3p
nonhsat011260.2,hsa-mir-15b-5p
nonhsat011260.2,hsa-mir-145-5p
nonhsat011260.2,hsa-mir-206
nonhsat011260.2,hsa-mir-30a-5p
nonhsat011260.2,hsa-mir-30b-5p
nonhsat011260.2,hsa-mir-30d-5p
nonhsat011260.2,hsa-mir-876-5p
nonhsat011260.2,hsa-mir-424-5p
nonhsat005570.2,hsa-mir-4735-3p
nonhsat005570.2,hsa-mir-18a-5p
nonhsat005570.2,hsa-mir-18b-5p
nonhsat191992.1,hsa-mir-22-3p
nonhsat120518.2,hsa-mir-338-3p
nonhsat120518.2,hsa-mir-421
nonhsat120518.2,hsa-mir-505-3p
nonhsat113296.2,hsa-mir-190b
nonhsat113296.2,hsa-mir-382-5p
nonhsat113296.2,hsa-mir-485-5p
nonhsat113296.2,hsa-mir-190a-5p
nonhsat113296.2,hsa-mir-542-3p
nonhsat113295.2,hsa-mir-190b
nonhsat113295.2,hsa-mir-382-5p
nonhsat113295.2,hsa-mir-485-5p
nonhsat113295.2,hsa-mir-190a-5p
nonhsat113295.2,hsa-mir-542-3p
nonhsat033804.2,hsa-mir-30e-5p
nonhsat033804.2,hsa-mir-30c-5p
nonhsat033804.2,hsa-mir-30a-5p
nonhsat033804.2,hsa-mir-30b-5p
nonhsat033804.2,hsa-mir-30d-5p
nonhsat033804.2,hsa-mir-374b-5p
nonhsat033804.2,hsa-mir-374a-5p
nonhsat033805.2,hsa-mir-30e-5p
nonhsat033805.2,hsa-mir-30c-5p
nonhsat033805.2,hsa-mir-30a-5p
nonhsat033805.2,hsa-mir-30b-5p
nonhsat033805.2,hsa-mir-30d-5p
nonhsat033805.2,hsa-mir-374b-5p
nonhsat033805.2,hsa-mir-374a-5p
nonhsat033787.2,hsa-mir-30e-5p
nonhsat033787.2,hsa-mir-30c-5p
nonhsat033787.2,hsa-mir-30a-5p
nonhsat033787.2,hsa-mir-30b-5p
nonhsat033787.2,hsa-mir-30d-5p
nonhsat033787.2,hsa-mir-374b-5p
nonhsat033787.2,hsa-mir-374a-5p
nonhsat033798.2,hsa-mir-30e-5p
nonhsat033798.2,hsa-mir-30c-5p
nonhsat033798.2,hsa-mir-30a-5p
nonhsat033798.2,hsa-mir-30b-5p
nonhsat033798.2,hsa-mir-30d-5p
nonhsat033798.2,hsa-mir-374b-5p
nonhsat033798.2,hsa-mir-374a-5p
nonhsat166766.1,hsa-mir-30e-5p
nonhsat166766.1,hsa-mir-30c-5p
nonhsat166766.1,hsa-mir-30a-5p
nonhsat166766.1,hsa-mir-30b-5p
nonhsat166766.1,hsa-mir-30d-5p
nonhsat166766.1,hsa-mir-374b-5p
nonhsat166766.1,hsa-mir-374a-5p
nonhsat033793.2,hsa-mir-30e-5p
nonhsat033793.2,hsa-mir-30c-5p
